Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_timezone
Kivalina Airport,Kivalina,United States,KVL,PAVL,67.73619843,-164.5630035,13,-9,A,America/Anchorage
Kjeller Airport,Kjeller,Norway,\N,ENKJ,59.96929932,11.03610039,354,1,E,Europe/Oslo
Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1472,1,E,Europe/Vienna
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47,200,1,E,Europe/Brussels
Kleinsee Airport,Kleinsee,South Africa,KLZ,FAKZ,-29.68840027,17.09399986,270,2,U,Africa/Johannesburg
Kluang Airport,Kluang,Malaysia,\N,WMAP,2.041389942,103.3069992,150,8,N,Asia/Kuala_Lumpur
Km 192 Airport,Km-192,Ecuador,\N,SEKK,0.1842029989,-79.39199829,1247,-5,U,America/Guayaquil
Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06010056,-69.09919739,56,-5,A,America/New_York
Kobe Airport,Kobe,Japan,UKB,RJBE,34.63280106,135.223999,22,9,U,Asia/Tokyo
Koblenz-Winningen Airfield,Koblenz,Germany,\N,EDRK,50.325558,7.528611,640,1,E,Europe/Berlin
Kōchi Ryōma Airport,Kochi,Japan,KCZ,RJOK,33.546101,133.669006,42,9,U,Asia/Tokyo
Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage
Kogalym International Airport,Kogalym,Russia,KGP,USRK,62.19039917,74.53379822,220,5,N,Asia/Yekaterinburg
Koggala Airport,Koggala,Sri Lanka,KCT,VCCK,5.99368,80.32029724,10,5.5,U,Asia/Colombo
Kohnan Airport,Kohnan,Japan,\N,RJBK,34.59080124,133.9329987,3,9,U,Asia/Tokyo
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.72119904,23.14310074,84,2,E,Europe/Helsinki
Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK,53.329102,69.594597,900,6,U,Asia/Qyzylorda
Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.09030151,2.652780056,20,1,E,Europe/Brussels
Kolding Vamdrup Airfield,Kolding,Denmark,\N,EKVD,55.436298,9.33092,143,1,E,Europe/Copenhagen
Kolhapur Airport,Kolhapur,India,KLH,VAKP,16.66469955,74.28939819,1996,5.5,N,Asia/Calcutta
Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,56.74309921,60.80270004,764,5,N,Asia/Yekaterinburg
Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ,FZQM,-10.76589966,25.50569916,5007,2,U,Africa/Lubumbashi
Komatsu Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991,136.4069977,36,9,U,Asia/Tokyo
Komodo Airport,Labuhan Bajo,Indonesia,LBJ,WATO,-8.48666,119.889,66,8,N,Asia/Makassar
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,50.4090004,136.9340057,92,10,N,Asia/Vladivostok
Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.44330025,60.38209915,43,3.5,E,Asia/Tehran
Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.6651001,68.91079712,1457,4.5,U,Asia/Kabul
Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430031,164.8370056,23,11,U,Pacific/Noumea
Konya Airport,Konya,Turkey,KYA,LTAN,37.979,32.561901,3392,3,E,Europe/Istanbul
Kopitnari Airport,Kutaisi,Georgia,KUT,UGKO,42.17670059,42.48260117,223,4,N,Asia/Tbilisi
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.387180328,-5.556660175,1214,0,N,Africa/Abidjan
Korla Airport,Korla,China,KRL,ZWKL,41.69779968,86.12889862,0,8,U,Asia/Shanghai
Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458004,179.4219971,358,12,U,Pacific/Fiji
Kos Airport,Kos,Greece,KGS,LGKO,36.79330063,27.0916996,412,2,E,Europe/Athens
Košice Airport,Kosice,Slovakia,KSC,LZKZ,48.6631012,21.24110031,755,1,E,Europe/Bratislava
Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,11,U,Pacific/Kosrae
Kostanay West Airport,Kostanay,Kazakhstan,KSN,UAUU,53.20690155,63.5503006,595,6,U,Asia/Qyzylorda
Kostroma Sokerkino Airport,Kostroma,Russia,KMW,UUBA,57.7969017,41.01940155,446,3,N,Europe/Moscow
Kota Airport,Kota,India,KTU,VIKO,25.16020012,75.84559631,896,5.5,N,Asia/Calcutta
Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,BKI,WBKK,5.937210083,116.0510025,10,8,N,Asia/Kuala_Lumpur
Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI,FZFP,4.15763998,21.65089989,1801,1,N,Africa/Kinshasa
Kotlas Airport,Kotlas,Russia,KSZ,ULKK,61.2358017,46.69749832,184,3,N,Europe/Moscow
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.6051898,-0.1667860001,205,0,N,Africa/Accra
Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,FOGK,-1.184610009,12.44130039,1070,1,N,Africa/Libreville
Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.54630089,164.2559967,42,11,U,Pacific/Noumea
Kowanyama Airport,Kowanyama,Australia,KWM,YKOW,-15.48560047,141.7510071,35,10,O,Australia/Brisbane
Krabi Airport,Krabi,Thailand,KBV,VTSG,8.09912014,98.98619843,82,7,U,Asia/Bangkok
Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,50.077702,19.7848,791,1,E,Europe/Warsaw
Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,ESNK,63.04859924,17.76889992,34,1,E,Europe/Stockholm
Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03469849,39.17050171,118,3,N,Europe/Moscow
Krems Airport,Krems,Austria,\N,LOAG,48.446389,15.634167,1017,1,E,Europe/Vienna
Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,58.204201,8.08537,57,1,E,Europe/Oslo
Kristianstad Airport,Kristianstad,Sweden,KID,ESMK,55.92169952,14.08549976,76,1,E,Europe/Stockholm
Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,ENKB,63.11180115,7.824520111,204,1,E,Europe/Oslo
Kroonstad Airport,Kroonstad,South Africa,\N,FAKS,-27.66060066,27.31579971,4700,2,U,Africa/Johannesburg
Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,FAKN,-25.38319969,31.10560036,2829,2,U,Africa/Johannesburg
Krugersdorp Airport,Krugersdorp,South Africa,\N,FAKR,-26.08082592,27.72591496,5499,2,U,Africa/Johannesburg
Kruså-Padborg Airport,Krusa-padborg,Denmark,\N,EKPB,54.87030029,9.279009819,88,1,E,Europe/Copenhagen
Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG,UKDR,48.04330063,33.20999908,408,2,E,Europe/Kiev
Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579958,101.7099991,69,8,N,Asia/Kuala_Lumpur
Kuantan Airport,Kuantan,Malaysia,KUA,WMKD,3.77538991,103.2089996,58,8,N,Asia/Kuala_Lumpur
Kubin Airport,Kubin,Australia,KUG,YKUB,-10.22500038,142.2180023,15,10,O,Australia/Brisbane
Kuching International Airport,Kuching,Malaysia,KCH,WBGG,1.484699965,110.3470001,89,8,N,Asia/Kuala_Lumpur
Kuchyňa Air Base,Malacky,Slovakia,\N,LZMC,48.40200043,17.11840057,679,1,E,Europe/Bratislava
Kudat Airport,Kudat,Malaysia,KUD,WBKT,6.922500134,116.8359985,10,8,N,Asia/Kuala_Lumpur
Kufra Airport,Kufra,Libya,AKF,HLKF,24.17869949,23.31399918,1367,2,N,Africa/Tripoli
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton
Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.977297,-173.791089,30,13,U,Pacific/Tongatapu
Kuito Airport,Kuito,Angola,SVP,FNKU,-12.40460014,16.94739914,5618,1,N,Africa/Luanda
Kullu Manali Airport,Kulu,India,KUU,VIBR,31.87669945,77.15440369,3573,5.5,N,Asia/Calcutta
Kumamoto Airport,Kumamoto,Japan,KMJ,RJFT,32.83729935,130.8549957,642,9,U,Asia/Tokyo
Kumasi Airport,Kumasi,Ghana,KMS,DGSI,6.714560032,-1.590819955,942,0,N,Africa/Accra
Kumejima Airport,Kumejima,Japan,UEO,ROKJ,26.3635006,126.7139969,23,9,U,Asia/Tokyo
Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903,8,N,Asia/Shanghai
Kunovice Airport,Kunovice,Czech Republic,UHE,LKKU,49.02939987,17.43969917,581,1,E,Europe/Prague
Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.90380096,126.6159973,29,9,U,Asia/Seoul
Kununurra Airport,Kununurra,Australia,KNX,YPKU,-15.77810001,128.7079926,145,8,O,Australia/Perth
Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.00709915,27.79780006,323,2,E,Europe/Helsinki
Kuqa Airport,Kuqa,China,KCA,ZWKC,41.677856,82.872917,3524,8,U,Asia/Shanghai
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.22990036,22.5095005,14,2,E,Europe/Tallinn
Kurgan Airport,Kurgan,Russia,KRO,USUU,55.47529984,65.41560364,240,5,N,Asia/Yekaterinburg
Kursk East Airport,Kursk,Russia,URS,UUOK,51.75059891,36.29560089,686,3,N,Europe/Moscow
Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.50490189,50.16429901,477,4,N,Europe/Samara
Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.04100037,144.1929932,327,9,U,Asia/Tokyo
Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,OIIC,34.98400116,50.80619812,3008,3.5,E,Asia/Tehran
Kütahya Airport,Kutahya,Turkey,\N,LTBN,39.42670059,30.01689911,3026,3,E,Europe/Istanbul
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.09609985,-68.42690277,129,-5,A,America/Toronto
Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,CYGW,55.2818985,-77.76529694,34,-5,A,America/Toronto
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.98760223,29.23940086,866,2,E,Europe/Helsinki
Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.22660065,47.96889877,206,3,U,Asia/Kuwait
Kyaukhtu South Airport,Kyauktu,Burma,\N,VYXG,21.40670013,94.13030243,1345,6.5,U,Asia/Rangoon
Kyaukpyu Airport,Kyaukpyu,Burma,KYP,VYKP,19.42639923,93.53479767,20,6.5,U,Asia/Rangoon
Kyritz Airport,Kyritz,Germany,\N,EDBK,52.91888809,12.42527771,131,1,E,Europe/Berlin
Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,51.66939926,94.40059662,2123,7,N,Asia/Krasnoyarsk
Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.706902,65.592499,433,6,U,Asia/Qyzylorda
L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF,32.36399841,-64.67870331,12,-4,A,Atlantic/Bermuda
L'Espérance Airport,St. Martin,Guadeloupe,SFG,TFFG,18.09989929,-63.04719925,7,-4,U,\N
La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,32.7887001,21.96430016,2157,2,N,Africa/Tripoli
La Aurora Airport,Guatemala City,Guatemala,GUA,MGGT,14.5833,-90.527496,4952,-6,U,America/Guatemala
La Baule-Escoublac Airport,La Baule,France,LBY,LFRE,47.28939819,-2.346390009,105,1,E,Europe/Paris
La Chinita International Airport,Maracaibo,Venezuela,MAR,SVMC,10.55820847,-71.7278595,239,-4,U,America/Caracas
La Coloma Airport,La Coloma,Cuba,LCL,MULM,22.33609962,-83.64189911,131,-5,U,America/Havana
La Côte Airport,Prangins,Switzerland,\N,LSGP,46.40639877,6.258059978,1352,1,E,Europe/Zurich
La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.879002,-91.256699,655,-6,A,America/Chicago
La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,16.296902,-61.0844,10,-4,U,America/Guadeloupe
La Florida Airport,La Serena,Chile,LSC,SCSE,-29.916201,-71.199501,481,-4,S,America/Santiago
La Florida Airport,Tumaco,Colombia,TCO,SKCO,1.81442,-78.7492,8,-5,U,America/Bogota
La Fria Airport,La Fria,Venezuela,LFR,SVLF,8.239167213,-72.27102661,305,-4,U,America/Caracas
La Gomera Airport,La Gomera,Spain,GMZ,GCGM,28.02960014,-17.21459961,716,0,E,Atlantic/Canary
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136,-77.70420074,639,-5,A,America/Toronto
La Guardia Airport,New York,United States,LGA,KLGA,40.77719879,-73.87259674,21,-5,A,America/New_York
La Isabela International Airport,La Isabela,Dominican Republic,JBQ,MDJB,18.57250023,-69.98560333,98,-4,U,America/Santo_Domingo
La Jagua Airport,Garzón,Colombia,\N,SKGZ,2.1464,-75.6944,2620,-5,U,America/Bogota
La Junta Municipal Airport,La Junta,United States,\N,KLHX,38.04970169,-103.5090027,4229,-7,A,America/Denver
La Laguna Airport,Guanaja,Honduras,GJA,MHNJ,16.4454,-85.906601,49,-6,U,America/Tegucigalpa
La Môle Airport,La Môle,France,LTT,LFTZ,43.205399,6.482,59,1,E,Europe/Paris
La Nubia Airport,Manizales,Colombia,MZL,SKMZ,5.0296,-75.4647,6871,-5,U,America/Bogota
La Orchila Airport,La Orchila,Venezuela,\N,SVLO,11.80720043,-66.17960358,5,-4,U,America/Caracas
La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,28.626499,-17.7556,107,0,E,Atlantic/Canary
La Pedrera Airport,La Pedrera,Colombia,LPD,SKLP,-1.32861,-69.5797,590,-5,U,America/Bogota
La Plata Airport,La Plata,Argentina,LPG,SADL,-34.9722,-57.8947,72,-3,N,America/Buenos_Aires
La Quiaca Airport,Laboulaye,Argentina,\N,SAOL,-22.15060043,-65.57749939,11414,-3,N,America/Jujuy
La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,LFRI,46.70190048,-1.378630042,299,1,E,Europe/Paris
La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,LFBH,46.17919922,-1.195279956,74,1,E,Europe/Paris
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.15140152,-105.262001,1242,-6,N,America/Regina
La Tabatière Airport,La Tabatière,Canada,ZLT,CTU5,50.8307991,-58.9756012,102,-4,A,America/Blanc-Sablon
La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075,166.2129974,52,11,U,Pacific/Noumea
Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.4666996,179.3399963,44,12,U,Pacific/Fiji
Labo Airport,Ozamis,Philippines,OZC,RPMO,8.178509712,123.8420029,75,8,N,Asia/Manila
Laboulaye Airport,La Quiaca,Argentina,\N,SASQ,-34.13539886,-63.36230087,449,-3,N,America/Cordoba
Labuan Airport,Labuan,Malaysia,LBU,WBKL,5.300680161,115.25,101,8,N,Asia/Kuala_Lumpur
Lac Du Bonnet Airport,Lac Du Bonnet,Canada,\N,CYAX,50.29439926,-96.01000214,850,-6,A,America/Winnipeg
Lackland Air Force Base,San Antonio,United States,SKF,KSKF,29.38419914,-98.58110046,691,-6,A,America/Chicago
Ladd AAF Airfield,Fort Wainwright,United States,FBK,PAFB,64.83750153,-147.6139984,454,-9,A,America/Anchorage
Ladysmith Airport,Ladysmith,South Africa,LAY,FALY,-28.58169937,29.74970055,3548,2,U,Africa/Johannesburg
Læsø Airport,Laeso,Denmark,BYR,EKLS,57.27719879,11.00010014,25,1,E,Europe/Copenhagen
Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,-6,A,America/Chicago
Lages Airport,Lajes,Brazil,LAJ,SBLJ,-27.78210068,-50.28150177,3065,-3,S,America/Sao_Paulo
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.76440048,2.928339958,2510,1,N,Africa/Algiers
Lago Argentino Airport,El Calafate,Argentina,ING,SAWA,-50.336102,-72.248596,732,-3,N,America/Argentina/Rio_Gallegos
Lagoa Santa Airport,Lagoa Santa,Brazil,\N,SBLS,-19.66160011,-43.89640045,2795,-3,S,America/Sao_Paulo
Lahad Datu Airport,Lahad Datu,Malaysia,LDU,WBKD,5.032249928,118.3239975,45,8,N,Asia/Kuala_Lumpur
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,61.144199,25.693501,502,2,E,Europe/Helsinki
Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,38.761799,-27.090799,180,-1,E,Atlantic/Azores
Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.12610054,-93.22329712,15,-6,A,America/Chicago
Lake Evella Airport,Lake Evella,Australia,LEL,YLEV,-12.49890041,135.8059998,256,9.5,O,Australia/Darwin
Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,-3.37631011,35.81829834,4150,3,N,Africa/Dar_es_Salaam
Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.89390182,-119.9950027,6264,-8,A,America/Los_Angeles
Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.19919968,-178.8170013,280,12,U,Pacific/Fiji
Lakehurst Maxfield Field Airport,Lakehurst,United States,NEL,KNEL,40.03329849,-74.353302,101,-5,A,America/New_York
Lal Bahadur Shastri Airport,Varanasi,India,VNS,VIBN,25.45240021,82.85929871,266,5.5,N,Asia/Calcutta
Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.97500038,38.97999954,6506,3,U,Africa/Addis_Ababa
Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.4611228,167.829253,7,11,U,Pacific/Efate
Lamar Municipal Airport,Lamar,United States,LAA,KLAA,38.06969833,-102.6880035,3706,-7,A,America/Denver
Lambarene Airport,Lambarene,Gabon,LBQ,FOGR,-0.7043889761,10.24569988,82,1,N,Africa/Libreville
Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.58419991,168.1589966,7,11,U,Pacific/Efate
Lamerd Airport,Lamerd,Iran,LFM,OISR,27.37269974,53.18880081,1337,3.5,E,Asia/Tehran
Lamezia Terme Airport,Lamezia,Italy,SUF,LICA,38.905399,16.2423,39,1,E,Europe/Rome
Lamidanda Airport,Lamidanda,Nepal,LDN,VNLD,27.25309944,86.66999817,4100,5.75,N,Asia/Katmandu
Lampang Airport,Lampang,Thailand,LPT,VTCL,18.27090073,99.5042038,811,7,U,Asia/Bangkok
Lampedusa Airport,Lampedusa,Italy,LMP,LICD,35.497898,12.6181,70,1,E,Europe/Rome
Lanai Airport,Lanai,United States,LNY,PHNY,20.78560066,-156.951004,1308,-10,N,Pacific/Honolulu
Lancaster Airport,Lancaster,United States,LNS,KLNS,40.12170029,-76.2960968,403,-5,A,America/New_York
Land's End Airport,Land's End,United Kingdom,LEQ,EGHC,50.102798,-5.67056,398,0,E,Europe/London
Landivisiau Air Base,Landivisiau,France,LDV,LFRJ,48.53030014,-4.151639938,348,1,E,Europe/Paris
Landsberg Lech Air Base,Landsberg,Germany,\N,ETSA,48.070599,10.906,2044,1,E,Europe/Berlin
Landskrona Airport,Landskrona,Sweden,\N,ESML,55.94599915,12.86999989,194,1,E,Europe/Stockholm
Langebaanweg Airport,Langebaanweg,South Africa,SDB,FALW,-32.96889877,18.1602993,108,2,U,Africa/Johannesburg
Langkawi International Airport,Langkawi,Malaysia,LGK,WMKL,6.329730034,99.72869873,29,8,N,Asia/Kuala_Lumpur
Langley Air Force Base,Hampton,United States,LFI,KLFI,37.082901,-76.36049652,11,-5,A,America/New_York
Lannion-Côte de Granit Airport,Lannion,France,LAI,LFRO,48.754398,-3.47166,290,1,E,Europe/Paris
Lansdowne House Airport,Lansdowne House,Canada,YLH,CYLH,52.1955986,-87.93419647,834,-5,A,America/Toronto
Lanseria Airport,Johannesburg,South Africa,HLA,FALA,-25.93849945,27.92609978,4517,2,U,Africa/Johannesburg
Lanvéoc-Poulmic Air Base,Lanvedoc,France,\N,LFRL,48.28170013,-4.445020199,287,1,E,Europe/Paris
Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.02700043,121.5350037,44,8,U,Asia/Taipei
Lanywa Airport,Lanywa,Burma,\N,VYLY,20.94039917,94.82260132,175,6.5,U,Asia/Rangoon
Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,0,E,Atlantic/Canary
Lanzhou City Airport,Lanzhou,China,\N,ZLAN,36.033333,103.86667,5040,8,N,Asia/Shanghai
Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.51520157,103.6200027,6388,8,U,Asia/Shanghai
Laoag International Airport,Laoag,Philippines,LAO,RPLI,18.17810059,120.5319977,25,8,N,Asia/Manila
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,349,2,E,Europe/Helsinki
Lar Airport,Lar,Iran,LRR,OISL,27.67469978,54.38330078,2641,3.5,E,Asia/Tehran
Laramie Regional Airport,Laramie,United States,LAR,KLAR,41.31209946,-105.6750031,7284,-7,A,America/Denver
Laredo International Airport,Laredo,United States,LRD,KLRD,27.54380035,-99.46160126,508,-6,A,America/Chicago
Larisa Airport,Larissa,Greece,LRA,LGLR,39.650253,22.4655,241,2,E,Europe/Athens
Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.87509918,33.62490082,8,2,E,Asia/Nicosia
Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,MDSD,18.42970085,-69.66889954,59,-4,U,America/Santo_Domingo
Las Brujas Airport,Corozal,Colombia,CZU,SKCZ,9.33274,-75.2856,528,-5,U,America/Bogota
Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,32.28939819,-106.9219971,4456,-7,A,America/Denver
Las Flores Airport,El Banco,Colombia,ELB,SKBC,9.04554,-73.9749,111,-5,U,America/Bogota
Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.53829956,-68.96530151,1082,-3,N,America/Argentina/Rio_Gallegos
Las Palmas Air Base,Las Palmas,Peru,\N,SPLP,-12.16069984,-76.99890137,250,-5,U,America/Lima
Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,35.65420151,-105.1419983,6877,-7,A,America/Denver
Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.18719864,-1.033499956,618,0,E,Europe/London
Lashio Airport,Lashio,Burma,LSH,VYLS,22.97789955,97.75219727,2450,6.5,U,Asia/Rangoon
Latina Air Base,Latina,Italy,QLT,LIRL,41.5424,12.909,94,1,E,Europe/Rome
Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.2140045,562,10,O,Australia/Melbourne
Laupheim Air Base,Laupheim,Germany,\N,ETHL,48.220299,9.91002,1766,1,E,Europe/Berlin
Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146,133,-5,A,America/New_York
Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,SBJV,-26.22450066,-48.79740143,15,-3,S,America/Sao_Paulo
Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,SBPF,-28.243999,-52.326599,2376,-3,S,America/Sao_Paulo
Lausanne-Blécherette Airport,Lausanne,Switzerland,QLS,LSGL,46.54529953,6.616670132,2041,1,E,Europe/Zurich
Laval-Entrammes Airport,Laval,France,LVA,LFOV,48.03139877,-0.7429860234,330,1,E,Europe/Paris
Lavan Island Airport,Lavan Island,Iran,LVP,OIBV,26.81030083,53.35630035,76,3.5,E,Asia/Tehran
Laverton Airport,Laverton,Australia,LVO,YLTN,-28.61359978,122.4240036,1530,8,O,Australia/Perth
Lawas Airport,Lawas,Malaysia,LWY,WBGW,4.84917,115.407997,5,8,N,Asia/Kuala_Lumpur
Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.33729935,-84.99130249,232,-5,A,America/New_York
Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,34.56769943,-98.41660309,1110,-6,A,America/Chicago
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,MMLC,18.00169945,-102.2210007,39,-6,S,America/Mexico_City
Le Castellet Airport,Le Castellet,France,CTT,LFMQ,43.25249863,5.785190105,1391,1,E,Europe/Paris
Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,49.53390121,0.08805599809,313,1,E,Europe/Paris
Le Luc-Le Cannet Airport,Le Luc,France,\N,LFMC,43.38470078,6.387139797,265,1,E,Europe/Paris
Le Mans-Arnage Airport,Le Mans,France,LME,LFRM,47.94860077,0.2016669959,194,1,E,Europe/Paris
Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,45.08069992,3.7628901,2731,1,E,Europe/Paris
Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,LFAT,50.51739883,1.620589972,36,1,E,Europe/Paris
Lea County Regional Airport,Hobbs,United States,HOB,KHOB,32.6875,-103.2170029,3661,-7,A,America/Denver
Learmonth Airport,Learmonth,Australia,LEA,YPLM,-22.23559952,114.0889969,19,8,O,Australia/Perth
Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.62609863,-72.30419922,603,-5,A,America/New_York
Lecce Galatina Air Base,Lecce,Italy,LCC,LIBN,40.239201,18.133301,156,1,E,Europe/Rome
Lechfeld Air Base,Lechfeld,Germany,\N,ETSL,48.185504,10.8612,1822,1,E,Europe/Berlin
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813,-1.660570025,681,0,E,Europe/London
Leeds East Airport,Church Fenton,United Kingdom,\N,EGXG,53.834301,-1.1955,29,0,E,Europe/London
Leeming Airport,Leeming,United Kingdom,\N,EGXE,54.2924,-1.5354,132,0,E,Europe/London
Leer-Papenburg Airport,Leer,Germany,\N,EDWF,53.27194214,7.44166708,3,1,E,Europe/Berlin
Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,EHLW,53.22859955,5.760560036,3,1,E,Europe/Amsterdam
Leeward Point Field,Guantanamo,Cuba,NBW,MUGM,19.90649986,-75.20709991,56,-5,U,\N
Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP,13.1575,123.735,66,8,N,Asia/Manila
Leh Kushok Bakula Rimpochee Airport,Leh,India,IXL,VILH,34.13589859,77.54650116,10682,5.5,N,Asia/Calcutta
Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.65209961,-75.44080353,393,-5,A,America/New_York
Leicester Airport,Leicester,United Kingdom,\N,EGBG,52.60779953,-1.031939983,469,0,E,Europe/London
Leinster Airport,Leinster,Australia,LER,YLST,-27.84329987,120.7030029,1631,8,O,Australia/Perth
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,1,E,Europe/Berlin
Leirin Airport,Fagernes,Norway,VDB,ENFG,61.0155983,9.288060188,2697,1,E,Europe/Oslo
Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.13638878,-47.77666855,1806,-3,S,America/Sao_Paulo
Leknes Airport,Leknes,Norway,LKN,ENLK,68.15249634,13.6093998,78,1,E,Europe/Oslo
Lelystad Airport,Lelystad,Netherlands,LEY,EHLE,52.4603,5.52722,-13,1,E,Europe/Amsterdam
